1,3
3,0
3,9
4,5
5,4
5,8
5,9
7,5
8,1
8,5
9,0
10,5
13,3
13,5
14,0
14,4
15,0
15,3
17,1
18,3
19,3
20,3
21,2
23,1
24,4
27,1
27,8
28,2
30,5
32,3
33,0
33,7
34,6
37,9
38,8
40,4
41,3
42,9
45,1
45,7
47,4
48,5
49,1
49,8
51,0
52,0
52,4
52,9
53,2
54,0
54,3
55,4
55,7
56,6
57,9
58,5
60,6
62,1
63,7
64,1
64,4
68,4
68,6
68,9
71,4
72,5
72,7
72,8
73,9
75,1
76,2
76,7
77,3
77,8
78,4
80,5
81,0
82,6
83,0
83,7
85,5
86,0
86,7
87,3
87,8
88,3
88,8
90,7
91,5
92,0
94,4
96,6
97,3
97,5
98,9
99,4
100,7
101,2
102,6
102,9
